id;active;year;gender;want_spam;balance;undo_count
3453;f;1991;U;t;0;0
3454;f;2006;M;t;48925;0
3455;f;1997;M;t;0;0
3456;f;2007;M;t;1900;0
3457;f;2002;M;t;-225;0
3458;f;2003;M;t;7900;0
3459;f;1992;M;t;0;0
3460;f;1997;U;t;0;0
3461;f;1984;M;t;0;0
3462;t;2014;M;t;750;0
3463;f;2007;M;t;250;0
3464;t;2001;M;t;150;0
3465;f;1988;M;t;0;0
3466;t;2015;M;t;10350;0
3467;f;1985;M;t;0;0
3468;f;1993;M;t;-2400;0
3469;f;2005;M;t;-850;0
3470;f;2004;U;t;4275;0
3471;f;1986;U;t;0;0
3472;f;1986;M;t;0;0
3473;t;2008;M;t;0;0
3474;f;2003;M;t;350;0
3475;f;2012;M;t;0;0
3476;f;1990;M;t;0;0
